eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
8886,Journal of Quantitative Linguistics,,1702,Cognitive Science,2004,Linguistics,,,0929-6174,1744-5035,,,,,
1111,Journal of Quantitative Spectroscopy and Radiative Transfer,,306,Physical Chemistry (incl. Structural),401,Atmospheric Sciences,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0022-4073,1879-1352,,,,,
1814,Journal of Quaternary Science,,403,Geology,406,Physical Geography and Environmental Geoscience,2101,Archaeology,0267-8179,1099-1417,,,,,
12798,Journal of Qur'anic Studies,,2204,Religion And Religious Studies,,,,,1465-3591,1755-1730,,,,,
34815,Journal of Radio and Audio Media,,1902,"Film, Television And Digital Media",1903,Journalism And Professional Writing,,,1095-5046,1937-6529,1937-6537,,,,
1202,Journal of Radioanalytical and Nuclear Chemistry: an International Journal dealing with all Aspects and Applications of Nuclear Chemistry,,301,Analytical Chemistry,302,Inorganic Chemistry,306,Physical Chemistry (incl. Structural),0236-5731,1588-2780,,,,,
41332,Journal of Radiology Nursing,,1110,Nursing,1199,Other Medical And Health Sciences,,,1055-1476,1546-0843,1555-9912,,,,
16486,Journal of Radiotherapy in Practice,,1103,Clinical Sciences,,,,,1460-3969,1467-1131,,,,,
40071,Journal of Raman Spectroscopy,,306,Physical Chemistry (incl. Structural),204,Condensed Matter Physics,913,Mechanical Engineering,0377-0486,1097-4555,,,,,
2539,Journal of Rapid Methods and Automation in Microbiology,,605,Microbiology ,1108,Medical Microbiology,,,1060-3999,1745-4581,,,,,
2948,Journal of Raptor Research,,608,Zoology,,,,,0892-1016,,,,,,
4797,Journal of Rare Earths,,914,Resources Engineering And Extractive Metallurgy,,,,,1000-4343,1002-0721,,,,,
40395,Journal of Rational - Emotive and Cognitive - Behavior Therapy,,1701,Psychology,,,,,0894-9085,1573-6563,,,,,
18587,Journal of Real Estate Finance and Economics,,1402,Applied Economics,1502,"Banking, Finance and Investment",1504,Commercial Services,0895-5638,1573-045X,,,,,
30513,Journal of Real Estate Literature,,1504,Commercial Services,1502,"Banking, Finance And Investment",,,0927-7544,1573-8809,,,,,
19481,Journal of Real Estate Portfolio Management,,1504,Commercial Services,1502,"Banking, Finance And Investment",1205,Urban And Regional Planning,1083-5547,,,,,,
19489,Journal of Real Estate Practice and Education,,1504,Commercial Services,1302,Curriculum And Pedagogy ,,,1521-4842,,,,,,
19482,Journal of Real Estate Research,,1504,Commercial Services,1502,"Banking, Finance And Investment",1402,Applied Economics,0896-5803,,,,,,
2245,Journal of Receptors and Signal Transduction,,601,Biochemistry And Cell Biology,,,,,0197-5110,0895-7479,1079-9893,1532-4281,,,
16487,Journal of Reconstructive Microsurgery,,1103,Clinical Sciences,,,,,0743-684X,1098-8947,,,,,
201127,Journal of Reformed Theology,,2204,Religion and Religious Studies,,,,,1569-7312,1872-5163, , , , , 
16488,Journal of Refractive Surgery,,1103,Clinical Sciences,1113,Ophthalmology And Optometry,,,1081-597X,1938-2391,,,,,
36012,Journal of Refugee Studies,,1303,Specialist Studies in Education,1608,Sociology,1606,Political Science,0951-6328,1471-6925,,,,,
21003,Journal of Regional Science,,1205,Urban And Regional Planning,1402,Applied Economics,1604,Human Geography,0022-4146,1467-9787,,,,,
18443,Journal of Regulatory Economics,,1402,Applied Economics,1502,"Banking, Finance And Investment",,,0922-680X,1573-0468,,,,,
16489,Journal of Rehabilitation,,1103,Clinical Sciences,,,,,0022-4154,,,,,,
16490,Journal of Rehabilitation Medicine,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,0036-5505,1650-1977,1651-2081,,,,
16491,Journal of Rehabilitation Research and Development,,1103,Clinical Sciences,,,,,0748-7711,1938-1352,,,,,
4945,Journal of Reinforced Plastics and Composites,,912,Materials Engineering,913,Mechanical Engineering,906,Electrical and Electronic Engineering,0731-6844,1530-7964,,,,,
19835,Journal of Relationship Marketing,,1505,Marketing,,,,,1069-2533,1533-2667,1533-2675,,,,
125300,Journal of Relationships Research,,MD,Multidisciplinary,,,,,1838-0956,,,,,,
10402,Journal of Religion and Film,,1902,"Film, Television And Digital Media",2204,Religion And Religious Studies,,,1092-1311,,,,,,
13676,Journal of Religion and Health,,1117,Public Health And Health Services,,,,,0022-4197,1573-6571,,,,,
40073,Journal of Religion and Popular Culture,,2002,Cultural Studies,2204,Religion and Religious Studies,2103,Historical Studies,1703-289X,,,,,,
34644,Journal of Religion and Society,,2001,Communication and Media Studies,2204,Religion and Religious Studies,2103,Historical Studies,1522-5658,,,,,,
34227,Journal of Religion and Spirituality in Social Work: social thought,,1607,Social Work,,,,,1542-6432,1542-6440,,,,,
13677,Journal of Religion Disability and Health,,1117,Public Health And Health Services,2204,Religion And Religious Studies,,,1059-9258,1522-8967,1522-9122,,,,
9557,Journal of Religion in Africa,,2204,Religion And Religious Studies,,,,,0022-4200,1570-0666,,,,,
41978,"Journal of Religion, Spirituality and Aging: the interdisiplinary journal of practice, theory and applied research",,22,Philosophy And Religious Studies,,,,,1050-2289,1552-8030,1552-8049,,,,
13006,Journal of Religious and Intellectual History,,2204,Religion and Religious Studies,2103,Historical Studies,,,0044-3441,1570-0739,,,,,
20591,Journal of Religious Education,,1302,Curriculum And Pedagogy ,1303,Specialist Studies In Education,,,0155-6894,1442-018X,,,,,
12803,Journal of Religious Ethics,,2201,Applied Ethics,2204,Religion And Religious Studies,,,0384-9694,1467-9795,,,,,
7335,Journal of Religious History,,2103,Historical Studies,2204,Religion And Religious Studies,,,0022-4227,1467-9809,,,,,
40129,Journal of Renal Care,,1103,Clinical Sciences,1110,Nursing,1117,Public Health And Health Services,1019-083X,1755-6678,1755-6686,,,,
13678,Journal of Renal Nutrition,,1111,Nutrition And Dietetics,1103,Clinical Sciences,,,1051-2276,1532-8503,,,,,
201128,Journal of Renewable and Sustainable Energy,,502,Environmental Science and Management,906,Electrical and Electronic Engineering,913,Mechanical Engineering,1941-7012, , , , , , 
201129,Journal of Renewable Energy,,1402,Applied Economics,1503,Business and Management,,,2314-4394,2314-4386, , , , , 
5617,Journal of Reproduction and Development,,707,Veterinary Sciences,608,Zoology,1114,Paediatrics And Reproductive Medicine,0916-8818,1348-4400,,,,,
6468,Journal of Reproductive and Infant Psychology,,1701,Psychology,,,,,0264-6838,1469-672X,,,,,
15519,Journal of Reproductive Immunology,,1107,Immunology,1114,Paediatrics And Reproductive Medicine,,,0165-0378,1872-7603,,,,,
16492,Journal of Reproductive Medicine: for the obstetrician and gynecologist,,1114,Paediatrics And Reproductive Medicine,,,,,0024-7758,0096-7033,1943-3565,,,,
17766,Journal of Research and Practice in Information Technology,,8,Information And Computing Sciences,,,,,0004-8917,1443-458X,,,,,
13679,Journal of Research for Consumers,,1117,Public Health And Health Services,1505,Marketing,,,1444-6359,,,,,,
20249,Journal of Research in Childhood Education: an international journal of research on the education of children,,1302,Curriculum and Pedagogy,1301,Education Systems,,,0256-8543,,,,,,
17273,Journal of Research in Crime and Delinquency,,1602,Criminology,1701,Psychology,,,0022-4278,1552-731X,,,,,
123079,Journal of Research in Interactive Marketing,,1505,Marketing,,,,,1750-5933,2040-7122,2040-7130,,,,
19988,Journal of Research in International Education,,1303,Specialist Studies In Education,,,,,1475-2409,1741-2943,,,,,
123080,Journal of Research in Marketing and Entrepreneurship,,1505,Marketing,1503,Business And Management,,,1471-5201,1471-521X,,,,,
123924,Journal of Research in Medical Sciences (JRMS),,11,Medical And Health Sciences,,,,,1735-1995,1735-7136,,,,,
10021,Journal of Research in Music Education,,1904,Performing Arts And Creative Writing,1303,Specialist Studies In Education,,,0022-4294,1945-0095,,,,,
41053,Journal of Research in Nursing,,1110,Nursing,,,,,1361-4096,1744-9871,1744-988X,,,,
6469,Journal of Research in Personality,,1701,Psychology,1702,Cognitive Science,1503,Business and Management,0092-6566,1095-7251,,,,,
20323,Journal of Research in Reading,,1302,Curriculum and Pedagogy,1701,Psychology,1702,Cognitive Science,0141-0423,1467-9817,,,,,
200062,Journal of Research in Rural Education,,13,Education,,,,,1551-0670,1062-4228,,,,,
20611,Journal of Research in Science Teaching,,1302,Curriculum and Pedagogy,1303,Specialist Studies in Education,,,0022-4308,1098-2736,,,,,
6035,Journal of Research on Adolescence,,1607,Social Work,1701,Psychology,,,1050-8392,1532-7795,,,,,
20277,Journal of Research on Technology in Education,,1303,Specialist Studies In Education,,,,,0888-6504,1539-1523,1945-0818,,,,
40366,Journal of Research Practice,,1399,Other Education,1503,Business and Management,1608,Sociology,1712-851X,,,,,,
41981,Journal of Retail and Leisure Property,,1502,"Banking, Finance And Investment",1504,Commercial Services,,,1471-549X,1479-1110,1750-2098,,,,
19836,Journal of Retailing,,1505,Marketing,,,,,0022-4359,1873-3271,,,,,
19837,Journal of Retailing and Consumer Services,,1505,Marketing,1506,Tourism,1503,Business and Management,0969-6989,1873-1384,,,,,
41054,Journal of Revenue and Pricing Management,,14,Economics,15,"Commerce, Management, Tourism And Services",,,1476-6930,1477-657X,,,,,
5149,Journal of Rheology,,904,Chemical Engineering,915,Interdisciplinary Engineering,913,Mechanical Engineering,1520-8516,0148-6055,,,,,
16493,Journal of Rheumatology,,1103,Clinical Sciences,1107,Immunology,1117,Public Health And Health Services,0315-162X,1499-2752,,,,,
31216,Journal of Risk,,1502,"Banking, Finance and Investment",104,Statistics,,,1465-1211,1755-2842,,,,,
18444,Journal of Risk and Insurance,,1502,"Banking, Finance And Investment",,,,,0022-4367,1539-6975,,,,,
938,Journal of Risk and Uncertainty,,1502,"Banking, Finance And Investment",1402,Applied Economics,,,0895-5646,1573-0476,,,,,
123574,Journal of Risk Model Validation,,1502,"Banking, Finance And Investment",,,,,1753-9579,,,,,,
39890,Journal of Risk Research,,MD,Multidisciplinary,,,,,1366-9877,1466-4461,,,,,
9558,Journal of Ritual Studies,,1601,Anthropology ,2204,Religion And Religious Studies,,,0890-1112,,,,,,
2436,Journal of RNAi and Gene Silencing,,604,Genetics ,,,,,1747-0854,,,,,,
40889,Journal of Robotic Surgery,,1103,Clinical Sciences,801,Artificial Intelligence And Image Processing,,,1863-2483,1863-2491,,,,,
40119,Journal of Robotics and Mechatronics,,801,Artificial Intelligence And Image Processing,913,Mechanical Engineering,,,0915-3942,1883-8049,,,,,
201130,Journal of Rock Mechanics and Geotechnical Engineering,,905,Civil Engineering,,,,,1674-7755, , , , , , 
8109,Journal of Roman Archaeology,,2101,Archaeology,,,,,1047-7594,,,,,,
201131,Journal of Rural and Community Development,,502,Environmental Science and Management,,,,,1712-8277, , , , , , 
13680,Journal of Rural and Tropical Public Health,,1117,Public Health And Health Services,1110,Nursing,,,1447-4778,1832-2921,,,,,
6323,Journal of Rural Community Psychology,,1701,Psychology,1503,Business And Management,,,0276-2285,,,,,,
5906,Journal of Rural Enterprise and Management,,7,Agricultural And Veterinary Sciences,5,Environmental Sciences,15,"Commerce, Management, Tourism And Services",1366-9338,1749-5598,,,,,
13682,Journal of Rural Health,,1110,Nursing,1117,Public Health And Health Services,,,0890-765X,1748-0361,,,,,
201132,Journal of Rural Social Sciences,,701,"Agriculture, Land and Farm Management",1608,Sociology,1699,Other studies in Human Society,2151-4178,0885-3436, , , , , 
20886,Journal of Rural Studies,,1205,Urban And Regional Planning,1604,Human Geography,1608,Sociology,0743-0167,1873-1392,,,,,
201133,Journal of Russian Laser Research,,205,Optical Physics,206,Quantum Physics,,,1071-2836,1573-8760, , , , , 
13683,Journal of Safety Research,,1117,Public Health And Health Services,1701,Psychology,,,0022-4375,1879-1247,,,,,
39889,Journal of Sandwich Structures and Materials,,905,Civil Engineering,912,Materials Engineering,913,Mechanical Engineering,1099-6362,1530-7972,,,,,
36613,"Journal of Satisfiability, Boolean Modeling and Computation",,802,Computation Theory And Mathematics,,,,,1574-0617,,,,,,
19367,Journal of Scheduling,,102,Applied Mathematics,103,Numerical And Computational Mathematics,1503,Business And Management,1094-6136,1099-1425,,,,,
10604,Journal of Scholarly Publishing,,807,Library And Information Studies,,,,,0036-634X,1198-9742,1710-1166,,,,
201134,Journal of School Choice,,1303,Specialist Studies in Education,1605,Policy and Administration,1608,Sociology,1558-2167,1558-2159, , , , , 
13684,Journal of School Health,,1117,Public Health And Health Services,1302,Curriculum And Pedagogy ,,,0022-4391,1746-1561,,,,,
19946,Journal of School Leadership,,1303,Specialist Studies In Education,,,,,1052-6846,,,,,,
14223,Journal of School Nursing,,1110,Nursing,1303,Specialist Studies In Education,,,1059-8405,1546-8364,,,,,
6471,Journal of School Psychology,,1303,Specialist Studies In Education,1701,Psychology,,,0022-4405,1873-3506,,,,,
20149,Journal of School Violence,,1303,Specialist Studies In Education,,,,,1538-8220,1538-8239,,,,,
201135,Journal of Science and Cycling,,1106,Human Movement and Sports Science,,,,,2254-7053, , , , , , 
125088,Journal of Science and Mathematics Education in Southeast Asia,,13,Education,,,,,0126-7663,,,,,,
9776,Journal of Science and Medicine in Sport,,1106,Human Movement and Sports Science,1117,Public Health and Health Services,,,1440-2440,1878-1861,,,,,
201136,Journal of Science and Technology Policy Management,,1605,Policy and Administration,1402,Applied Economics,,,1758-5538,2053-4620,1758-552X, , , , 
34643,Journal of Science Communication,,2001,Communication And Media Studies,2099,"Other Language, Communication And Culture",,,1824-2030,1824-2049,,,,,
20664,Journal of Science Education and Technology,,1302,Curriculum And Pedagogy ,,,,,1059-0145,1573-1839,,,,,
17624,Journal of Science Education: revista de edicacion en ciencias,,MD,Multidisciplinary,,,,,0124-5481,,,,,,
20616,Journal of Science Teacher Education,,1302,Curriculum And Pedagogy ,,,,,1046-560X,1573-1847,,,,,
17625,"Journal of Sciences, Islamic Republic of Iran",,MD,Multidisciplinary,,,,,1016-1104,,,,,,
17626,Journal of Scientific and Industrial Research,,MD,Multidisciplinary,,,,,0022-4456,,,,,,
39888,Journal of Scientific Computing,,102,Applied Mathematics,103,Numerical And Computational Mathematics,802,Computation Theory And Mathematics,0885-7474,1573-7691,,,,,
36190,Journal of Scientific Exploration,,1701,Psychology,,,,,0892-3310,,,,,,
45087,Journal of Scientific Programming,,8,Information And Computing Sciences,9,Engineering,,,1058-9244,1875-919X,,,,,
34871,Journal of Scottish Historical Studies,,2103,Historical Studies,,,,,0269-5030,1748-538X,1755-1749,,,,
8495,Journal of Scottish Philosophy,,22,Philosophy And Religious Studies,,,,,1479-6651,1755-2001,,,,,
201137,Journal of Screenwriting,,1902,"Film, Television and Digital Media",1904,Performing Arts and Creative Writing,,,1759-7145,1759-7137, , , , , 
1928,Journal of Sea Research,,405,Oceanography,,,,,0077-7579,1385-1101,1873-1414,,,,
9347,Journal of Second Language Writing,,2004,Linguistics,1302,Curriculum And Pedagogy ,,,1060-3743,1873-1422,,,,,
201139,Journal of Securities Operations and Custody,,1501,"Accounting, Auditing and Accountability",1502,"Banking, Finance and Investment",,,1753-1802,1753-1810, , , , , 
20487,Journal of Security Education,,1302,Curriculum And Pedagogy ,,,,,1550-7890,1936-1610,1936-1629,,,,
1815,Journal of Sedimentary Research,,403,Geology,,,,,1527-1404,,,,,,
1881,Journal of Seismology,,404,Geophysics,,,,,1383-4649,1573-157X,,,,,
42117,Journal of Selling and Major Account Management,,1505,Marketing,1503,Business And Management,,,1463-1431,,,,,,
8496,Journal of Semantics,,1702,Cognitive Science,2004,Linguistics,,,0167-5133,1477-4593,,,,,
201140,Journal of Semiconductors,Bandaoti Xuebao,906,Electrical and Electronic Engineering,,,,,1674-4926,0253-4177,0899-9988, , , , 
201141,Journal of Sensors,,303,Macromolecular and Materials Chemistry,306,Physical Chemistry (incl. Structural),,,1687-7268,1687-725X, , , , , 
9665,Journal of Sensory Studies,,908,Food Sciences,,,,,0887-8250,1745-459X,,,,,
1651,Journal of Separation Science,,301,Analytical Chemistry,399,Other Chemical Sciences,,,1615-9306,1615-9314,,,,,
19799,Journal of Service Management,,1503,Business and Management,1506,Tourism,1504,Commercial Services,0956-4233,1757-5818,1757-5826,,,,
19838,Journal of Service Research,,1505,Marketing,1504,Commercial Services,,,1094-6705,1552-7379,,,,,
123234,Journal of Service Science and Management,,1504,Commercial Services,1505,Marketing,,,1940-9893,1940-9907,,,,,
19839,Journal of Services Marketing,,1505,Marketing,1506,Tourism,1504,Commercial Services,0887-6045,,,,,,
42070,Journal of Services Research,,1504,Commercial Services,,,,,0972-4702,,,,,,
